title,keywords,description,,url,Topic,Sub classification,_id
20th Century Press Archives,biographical; companies; deref-vocab; economics; format-dc; format-ore; format-skos; germany; history; lld; lod; no-license-metadata; persons; provenance-metadata; publications; published-by-producer; vocab-mappings,During the entire 20th century  the press archives now held at the German National Library of Economics (ZBW) - Leibniz Information Centre for Economics  have compiled more than 30 million documents  mostly press clippings about individual persons  companies and other corporate bodies  products and a wide variety of economics-related topics. The first articles go back to the 19th century; the last were selected and indexed in 2005. These holdings provide a unique basis from which to study German and international (economic) history of the 20th century from a German perspective.    The historic press archives of the Hamburgisches Welt-Wirtschafts-Archiv (Institute of International Economics) and the Wirtschaftsarchiv des Instituts für Weltwirtschaft in Kiel (Economic Archives of the Kiel Institute for the World Economy) for the years until the currency reform of 1948 or rather the founding of the Federal Republic in 1949 were digitised during a project funded by the German Research Foundation (DFG). The digitised material  sourced mostly from roll film  is being gradually prepared for publication.    At present  we can provide online access to 250 000 documents relating to persons and companies.     Licensing information can be found at http://webopac0.hwwa.de/digiview/digi_eigenesache.html (currently only in German - sorry).,,https://lod-cloud.net/dataset/zbw-pressemappe20,cultural heritage,,zbw-pressemappe20
Geographically Weighted Regression Model,Geographical weighted regression; 回归,GWR4 is a new release of a Microsoft Windows-based application software for calibrating geographically weighted regression (GWR) models  which can be used to explore geographically varying relationships between dependent/response variables and independent/explanatory variables. A GWR model can be considered a type of regression model with geographically varying parameters.,,https://lod-cloud.net/dataset/GWR,cultural heritage,,GWR0000018e0773a0a1
DBTune.org Jamendo RDF Server,ckanupload.esw.200910; dbtune; format-foaf; format-mo; format-rdf; linkeddata; lod; lodcloud-diagram-2007-05-01; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; music; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-third-party; rdf,### Description    The package holds data from package:jamendo converted to RDF  available under the same license than the raw Jamendo data itself.    The package also holds links towards Geonames and Musicbrainz. The links are available under a Creative Commons Attribution-Noncommercial-Share Alike 3.0 License] (subject to change).    This is part of package:dbtune.,,https://lod-cloud.net/dataset/jamendo-dbtune,,,jamendo-dbtune
opendatacommunities-households-social-lettings-general-needs-lettings-prp-household-composition,LinkedDataCrawl2014; crawledLinkedDataCloud2014; dataset-level-metadata; dump; format-dcat; format-dcterm; format-rdf; format-rdfs; format-void; government; lodcloud-diagram-2014-08-30; provenance-metadata; sparql,,,https://lod-cloud.net/dataset/opendatacommunities-households-social-lettings-general-needs-lettings-prp-household-composition,,,opendatacommunities-households-social-lettings-general-needs-lettings-prp-household-composition
statusnet-mamalibre-com-ar,LinkedDataCrawl2014; crawledLinkedDataCloud2014; format-bio; format-foaf; format-pos; format-rdf; format-sioc; lodcloud-diagram-2014-08-30; social web,StatusNet instance hosted at http://mamalibre.com.ar,,https://lod-cloud.net/dataset/statusnet-mamalibre-com-ar,,,statusnet-mamalibre-com-ar
MaHCO - An MHC Ontology,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,The MaHCO contains terms necessary for describing and categorizing concepts related to MHC  in general  and for a number of model species  and also for humans.,,https://lod-cloud.net/dataset/bioportal-mhc,health,Animal Sciences,bioportal-mhc
Jishnu Raghavan (1976-2016),,Indian actor,,https://lod-cloud.net/dataset/Shutterstock,cultural heritage,,Shutterstock0000018e9f55702e
English WordNet,wordnet; lexicon; llod,English WordNet is a new wordnet for English based on the Princeton WordNet  but  developed under an open-source model. In particular  this version of WordNet  has been developed by multiple people around the world through GitHub  fixes many errors in previous wordnets for English.,,https://lod-cloud.net/dataset/english-wordnet,linguistics,lexicon,english-wordnet
The European Library Open Dataset,bibliographic data; crossdomain; format-dcterms; format-dctypes; format-foaf; format-frbr; format-owl; format-rda; format-schema; format-skos; format-wgs; license-metadata; lod; no-proprietary-vocab; provenance-metadata; publications; published-by-third-party,The dataset is derived from the data aggregated by The European Library. It is comprised of all the aggregated data that is made openly available by the data providing libraries (European national and research libraries). The dataset includes national bibliographies  library catalogues  and research collections including both digital and physical resources. The data is made available under open licensing terms  which allow the unrestricted use of the data for any purpose by anyone  including commercial use.,,https://lod-cloud.net/dataset/the-european-library-open-dataset,SLR,publication/cultural heritage,the-european-library-open-dataset0000018aeec2aa8f
Tenders in R&D,deref-vocab; format-dcterms; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,Tenders in R&D from http://www.isvav.cz/ .,,https://lod-cloud.net/dataset/cz-vavai-tenders,Education,,cz-vavai-tenders
Cooperative Patent Classification,Patent Classification; CPC; Cooperative Patent Classification; IPC; International Patent Classification,"This data set contains the Cooperative Patent Classification scheme. It is a hierarchical ontology with skos:narrower and skos:broader relations between its about 250 000 nodes (aka ""CPC symbols"") covering the complete technical domain. It is a refinement of the older International Patent Classification (IPC). CPC is used by major patent offices to classify patent documents. For more details see https://www.cooperativepatentclassification.org/",,https://lod-cloud.net/dataset/CPC,cultural heritage,,CPC
List of prices of reimbursed medicinal products marketed in Czech republic,czech; czech-republic; deref-vocab; format-dcterms; format-gr; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,The dataset provides maximal prices of reimbursed medicinal products marketed in Czech republic. The dataset was created on the base of information published by Czech State Institute for Drug Control,,https://lod-cloud.net/dataset/cz-sidc-drug-prices,cultural heritage,,cz-sidc-drug-prices
Data.gov,country-us; format-rdf; government; lodcloud.nolinks; lodcloud.unconnected; lodcloud.unresolvable; sparql,National raw and geodata catalog of the United States.    See also package:twc-logd for an RDF version that features dereferenceable URIs and is more interlinked.,,https://lod-cloud.net/dataset/data-gov,cultural heritage,,data-gov
Bio2RDF::neXtProt,bio2rdf; lifesciences; lod,This dataset contains the protein data offered by neXtProt.,,https://lod-cloud.net/dataset/bio2rdf-nextprot,health,Biochemistry,bio2rdf-nextprot
Universal Dependencies Treebank English-LinES,corpus; linguistics; lod,Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages  with the goal of facilitating multilingual parser development  cross-lingual learning  and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al.  2006  2008  2014)  Google universal part-of-speech tags (Petrov et al.  2012)  and the Interset interlingua for morphosyntactic tagsets (Zeman  2008).    This dataset refers to UD's English-LinES treebank.,,https://lod-cloud.net/dataset/universal-dependencies-treebank-english-lines,linguistics,corpora,universal-dependencies-treebank-english-lines
lobid-Bibliographic Resources,bibliographic; format-bibo; format-dc; format-foaf; format-frbr; format-geo; format-owl; format-skos-state; germany; library; license-metadata; lld; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; publications; published-by-producer; void-sparql-endpoint,lobid-resources is a service which offers access to metadata in RDF about bibliographic resources (books  articles  pdfs etc.) with more than 19 million frbr:manifestations with more than 40 million frbr:items.  We also provide a raw data dump at http://thedatahub.org/dataset/hbz_unioncatalog .    Links to other datasets are provided in separate files  see below.    You can find additional information about this data [here](https://wiki1.hbz-nrw.de/display/SEM/2010/08/31/Linked-Open-hbz-Data).,,https://lod-cloud.net/dataset/lobid-resources,SLR,,lobid-resources
GeoEcuador,geospatial; linked data; lod; lodcloud-diagram-2014-08-30,Ecuadorian geospatial LD dataset,,https://lod-cloud.net/dataset/geoecuador,cultural heritage,,geoecuador
opendatacommunities-wellbeing-worthwhile-mean,LinkedDataCrawl2014; crawledLinkedDataCloud2014; dataset-level-metadata; dump; format-dcat; format-dcterm; format-rdf; format-rdfs; format-void; government; license-metadata; lodcloud-diagram-2014-08-30; provenance-metadata; sparql,,,https://lod-cloud.net/dataset/opendatacommunities-wellbeing-worthwhile-mean,,,opendatacommunities-wellbeing-worthwhile-mean
New York Times - Linked Open Data,deref-vocab; format-rdf; format-skos; format-time; linked-open-data; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-producer; semantic; semanticweb,### About    From website:    > For the last 150 years  The New York Times  has maintained  one of the most  authoritative news vocabularies  ever developed. In 2009  we began to publish this vocabulary as linked open data.,,https://lod-cloud.net/dataset/nytimes-linked-open-data,cultural heritage,,nytimes-linked-open-data
